Address,x_coord,y_coord,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2
2434 S SACRAMENTO AVE ,1156675.32716,1887537.30365,1658,chapin_dfss_providers_2011_070212.csv,EL VALOR CARLOS CANTU,2434 S KILDARE ,60623,2422700,,,,,,,EL VALOR,SOUTH LAWNDALE,,,,,Irma Carmona,Yes,No,Yes,"4305IT(Child Care IT Center), 4305PS(Child Care PS Center),",,,,,,,,,
6020 S WINCHESTER AVE ,1164324.6973,1864626.24192,1576,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS SEXTON, AUSTIN O.",6020 S LANGLEY ,60637,5350640,,,,,,,CHICAGO PUBLIC SCHOOLS,WOODLAWN,,,,,Mrs. Ginger V. Bryant,Yes,No,No,,,,,,,,,,
1738 W 33RD ST ,1165138.38032,1882913.55982,3124,purple_binder_early_childhood.csv, Church of God Community Day Care Center,1738 W Marquette Road ,60636,4715222,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
7350 S UNIVERSITY AVE ,1185079.48176,1856284.52279,1884,chapin_dfss_providers_2011_070212.csv,SOUTH SHORE UNITED METHODIST SOUTH SHORE UNITED METHODIST,7350 S JEFFERY ,60649,3424430,,,,,,,SOUTH SHORE UNITED METHODIST,SOUTH SHORE,,,,,Bettye Turner,Yes,No,No,7141PS(HS Collaboration with Childcare),,,,,,,,,
5010 W OHIO ST ,1142771.33354,1903595.066,3132,purple_binder_early_childhood.csv, Douglas-Tubman Child Development Center,5010 W Chicago Avenue ,60651,2683053,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
1444 W LAKE ST ,1166467.02749,1901624.37757,2054,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Peabody, Elizabeth",1444 W. Augusta Blvd. ,60622,5344170,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Federico  Flores,,,,,,
37 W 110TH ST ,1177799.65776,1831958.66168,2167,DFSS_AgencySiteLies_2012.csv,Firman Community Services Firman House West,37 W. 47th St. ,60609,3733400,,,,,,,Firman Community Services,,,,,,,,,,, www.firmancs.org,Marguerite Young,Dontrease Thomas ,,,,,,
13 E 119TH ST ,1178516.24311,1826002.23851,430,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Centre Roseland,7 E. 119th St. ,,2647633,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
465 W 27TH ST ,1173381.99069,1886618.63081,1363,IDHS_child_care_provider_list.csv," Thornton Township
High School District
205 - Infant Care",465 East 170th Street South Holland,60473,2254118,"(708)
225-4088",,,1946-2627-6433-001,,,,,,,,,,,,,,,,,,,,,,
35 E 119TH ST ,1178792.58351,1826023.16168,1905,DFSS_AgencySiteLies_2012.csv,Abraham Lincoln Center Lincoln Roseland,7 E. 119th St. ,60628,2647633,,,,,,,Abraham Lincoln Center,,,,,,,,,,,www.abelink.org,Zirl Smith,Barbara Woods,,,,,,
1718 N WOOD ST ,1164017.72998,1911589.74192,2140,DFSS_AgencySiteLies_2012.csv,El Hogar Del Nino Loomis El Hogar,1718 S Loomis ,60608,5630644,,,,,,,El Hogar Del Nino,,,,,,,,,,,www.elhogardelnino.org,Rebecca Estrada,Kimberly Johnson,,,,,,
7419 S MAY ST ,1170009.98051,1855513.11847,2929,NAEYC_accreditation.csv," Itsy Bitsy People Palace ,Inc.",7419 South Cottage Grove Avenue  ,60619,8467396,,,,,,,,,,,,,,,,,,http://info@itsybitsypeoplepalace.com,,,,04/30/13,486831,info@itsybitsypeoplepalace.com,,
6041 N JERSEY AVE ,1153441.14591,1940122.89933,2874,NAEYC_accreditation.csv, Belmont Cragin Early Childhood Center,6041 W. Diversey Avenue  ,60639,5343318,,,,,,,,,,,,,,,,,,,,,,08/01/16,723729,mmoya-leanga@cps.edu,,
3855 N BELL AVE ,1160746.81646,1925782.98884,2900,NAEYC_accreditation.csv, Concordia Place,3855 North Seeley Avenue  ,60618,9353739,,,,,,,,,,,,,,,,,,http://www.concordiaplace.org,,,,04/30/14,292544,aroberts@concordiaplace.org,,
4225 S LOWE AVE ,1172750.79237,1876614.58452,2063,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Robinson, Jackie R.",4225 S. Lake Park Ave. ,60653,5351777,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Sonja Spiller,,,,,,
1839 N LOCKWOOD AVE ,1140860.89428,1911912.82601,1593,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS YATES, RICHARD",1839 N RICHMOND ,60647,5344550,,,,,,,CHICAGO PUBLIC SCHOOLS,LOGAN SQUARE,,,,,Mr. Harry  Randell,Yes,No,No,,,,,,,,,,
3250 N CLARK ST ,1169643.83123,1921875.566,3333,purple_binder_early_childhood.csv, YMCA Marshall,3250 W Adams Street ,60624,2650145,,,,,,,,,,,,,,,,,,,,,,,,,,Early Head Start
1834 N MAUD AVE ,1169204.94553,1912282.36229,1177,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - McCormick Tribune- YMCA,1834 N Lawndale Ave ,,2352525,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
1531 S LAWNDALE AVE ,1152029.14311,1892105.33851,1749,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LAKEVIEW DEVELOPMENT CENTER,1531 W LAWRENCE ,60640,,,,,,,,HENRY BOOTH HOUSE,UPTOWN,,,,,,Yes,No,No,,,,,,,,,,
6940 N OVERHILL AVE ,1124018.39591,1945595.55057,2052,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools O'Keeffe, Isabell C.",6940 S. Merrill ,60649,5350600,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Stephen Parker,,,,,,
5200 W WAVELAND AVE ,1140991.55241,1924180.75118,1071,CPS_Early_Childhood_Portal_scrape.csv, Trumbull,5200 N. Ashland ,,5342430,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
8255 S KINGSTON AVE ,1194658.37944,1850513.82211,2798,ECE Chicago Find a School scrape.csv, Sullivan,8255 S. Houston ,60617,5356585,,,,,,South Chicago,,,,,,,,,,,,,PFA-REG,,,,,,,
1100 N MASSASOIT AVE ,1137739.53109,1906799.2697,1231,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Cordia Marian,1100 S May St ,,6663787,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
425 W NORTH AVE ,1173085.34311,1910853.73851,1351,IDHS_child_care_provider_list.csv, McDonough County Council for Child Development DBA Wee Care Macomb,425 North Prairie Avenue Macomb,61455,8335267,"(309)
837-5751",,,3316-0591-7433-001,,,,,,,,,,,,,,,,,,,,,,
10612 S CENTRAL PARK AVE ,1154148.08519,1833924.20797,13,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Community Learning Center,10612 S Wentworth ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
11443 S MAY ST ,1170796.95019,1828721.18019,2130,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Imani's Children,11443 S Halsted St ,60628,6609667,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Marianne Powell ,,,,,,
2700 S AVERS AVE ,1151070.11236,1885732.58452,1193,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
2434 S KOLIN AVE ,1147963.86154,1887281.97649,1255,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
2434 S DRAKE AVE ,1153027.68603,1887438.96106,643,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
850 N ELSTON AVE ,1168421.22951,1906059.92711,1308,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Lakeshore,850 W Eastwood Ave ,,2719403,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
7510 N HOYNE AVE ,1160857.72174,1949902.39316,176,CPS_Early_Childhood_Portal_scrape.csv, Howard Area Community Center - Howard Area Community Center,7510 N Ashland Ave ,,7647610,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
6701 W GRAND AVE ,1131343.54311,1915120.43851,1751,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LITTLE ANGELS FAMILY DAYCARE,6701 S EMERALD AVE ,60621,4888777,,,,,,,HENRY BOOTH HOUSE,ENGLEWOOD,,,,,NaShone Greer,Yes,No,No,,,,,,,,,,
5024 S KOLIN AVE ,1148142.36383,1870822.92711,1986,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Daley, Richard J.",5024 S Wolcott Ave ,60609,5359091,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Rhonda Hoskins,,,,,,
2323 E 69TH ST ,1192842.4176,1859575.88081,1359,IDHS_child_care_provider_list.csv, Rockford Day Nursery,2323 South 6th Street Rockford,61104,9620834,"(815)
962-0838",,,8253-6253-5433-002,,,,,,,,,,,,,,,,,,,,,,
3053 S HOMAN AVE ,1154253.61298,1883962.02279,1382,chapin_ounce_providers_2011_071112.csv,"One Hope United
(Delegate) Bridgeport Child Development Center I","3053 S. Normal Ave.
",60616,8425566,,,,,"One Hope United
(Delegate)","Bridgeport, Morgan Park, Edgewater, Rogers Park, Uptown","170 
Head Start",Full Day/Full Year,"--
",100,,,,,,,,,,,,,,,,
4908 N NEW ENGLAND AVE ,1129502.14591,1932285.20797,384,CPS_Early_Childhood_Portal_scrape.csv, Ravenswood Community Child Care,4908 N. Damen ,,2714495,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4257 N SPRINGFIELD AVE ,1149722.99616,1928240.47032,2326,ECE Chicago Find a School scrape.csv, Belding,4257 N. Tripp ,60641,5343590,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,
5534 S MAY ST ,1169531.48497,1867807.11847,2067,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Sandoval, Socorro",5534 S Saint Louis Ave ,60629,5350457,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Ana Expinoza,,,,,,
2424 W FITCH AVE ,1158723.76616,1947506.30453,1253,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - High Ridge YMCA,2424 W Touhy Ave ,,2628300,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3419 N ODELL AVE ,1126560.59331,1921926.42711,1020,CPS_Early_Childhood_Portal_scrape.csv," Everett , Edward",3419 S. Bell Av. ,,5354550,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
4859 S KARLOV AVE ,1149952.64311,1871921.63851,1368,chapin_ounce_providers_2011_071112.csv,"Healthy Parents and Babies Program
(Directly Operated Programs) Hayes Center","4859 S. Wabash Ave.
2nd floor
",60615,3738670,,,,,"Healthy Parents and Babies Program
(Directly Operated Programs)","Grand Boulevard, Kenwood, Washington Park
Brighton Park 
McKinley Park
West Humboldt Park ","57 
Early Head Start","Early Head Start
Services to Pregnant Women

Early Head Start 
Home Based",57,"--




",,,,,,,,,,,,,,,,
1754 W NORTH AVE ,1164169.94311,1910760.83851,52,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Rogers Park / LSSI,1754 W Devon Ave ,,2623366,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
3411 S GILES AVE ,1178908.24696,1882405.37155,700,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Fifth City,3411 W Fifth Ave ,,8268686,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3701 N ODELL AVE ,1126498.45332,1923654.48884,501,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave ,,5228400,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
8316 S DANTE AVE ,1187248.52336,1850051.05057,184,CPS_Early_Childhood_Portal_scrape.csv, South Central Community Services - South Central Community Services,8316 S Ellis Ave ,,4830900,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
3701 W GRAND AVE ,1151123.62397,1907980.49945,116,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center- Ogden 3701,3701 W Ogden Ave ,,5228400,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
2653 W COYLE AVE ,1157175.08096,1945935.64933,658,CPS_Early_Childhood_Portal_scrape.csv, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,,5211196,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
2653 S HOMAN AVE ,1154203.01014,1885967.80365,1259,CPS_Early_Childhood_Portal_scrape.csv, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,,5211196,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
6456 S KOLIN AVE ,1148417.86523,1861191.02279,163,CPS_Early_Childhood_Portal_scrape.csv, Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave ,,6671402,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
1333 W ROSCOE ST ,1166662.02024,1922619.55982,554,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
6456 N HOYNE AVE ,1161072.92477,1943046.64624,1222,CPS_Early_Childhood_Portal_scrape.csv, Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave ,,6671402,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
2103 N HUDSON AVE ,1173020.54716,1914309.53205,2032,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Lloyd, Henry D.",2103 N. Lamon Av ,60639,5343070,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Kiltae Kim,,,,,,
4235 W KINZIE ST ,1147854.34311,1902151.83851,1949,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Kiddie Garden Little Angels",4235 S Kedzie Ave ,60632,3928199,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sandra McPherson,,,,,,
8026 S COLES AVE ,1198141.0089,1852222.14624,1767,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE THE WORLD IS YOURS,8026 S COTTAGE GROVE AVE ,60619,,,,,,,,HENRY BOOTH HOUSE,CHATHAM,,,,,,Yes,No,No,,,,,,,,,,
3434 W 114TH ST ,1155347.52014,1829055.1555,2542,ECE Chicago Find a School scrape.csv," Hampton, Lionel",3434 W. 77th ,60652,5354030,,,,,,Ashburn,,,,,,,,,,,,,PFA-REG,,,,,,,
1419 W 109TH ST ,1168737.92973,1832406.9981,563,CPS_Early_Childhood_Portal_scrape.csv, McDowell,1419 E. 89Th ,,5356404,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
3449 W 76TH PL ,1154505.55146,1853706.68945,498,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
3449 W 66TH PL ,1154346.83342,1860228.35303,1199,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3449 W 38TH PL ,1153810.28647,1878777.93637,1270,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - North Lawndale YMCA,3449 W Arthington St ,,6380773,,State Pre-Kindergarten,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3210 W 64TH PL ,1156027.45643,1861760.67711,496,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - FSS of Lawndale,3210 W Arthington St ,,8677370,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
4941 W PENSACOLA AVE ,1142484.25123,1928377.75118,1729,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE HEALING TEMPLE,4941 W CHICAGO ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Carole  Smoot,Yes,No,No,,,,,,,,,,
3210 W 85TH PL ,1156388.03268,1847831.02587,495,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - FSS of Lawndale,3210 W Arthington St ,,8677370,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
1400 W 73RD PL ,1168216.61656,1856086.04439,1944,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association Computer Preschool Academy",1400 W Garfield Blvd ,60609,6275000,,,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Paris Woody,,,,,,
5500 N ST LOUIS AVE ,1151773.39786,1935152.84069,405,CPS_Early_Childhood_Portal_scrape.csv, Northeastern Illinois University,5500 N. St. Louis ,,4424540,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
4250 N ST LOUIS AVE ,1152194.91278,1928168.28205,2558,ECE Chicago Find a School scrape.csv, Henry,4250 N. St. Louis ,60618,5345060,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,
3215 W LE MOYNE ST ,1154572.71917,1909742.79748,1338,IDHS_child_care_provider_list.csv, Community Mennonite,3215 West 162nd Street Markham,60428,3331232,"(708)
333-1248",,,9237-3517-0633-007,,,,,,,,,,,,,,,,,,,,,,
5423 S KOMENSKY AVE ,1150371.08405,1868224.55057,1860,chapin_dfss_providers_2011_070212.csv,ONWARD NEIGHBORHOOD HOUSE ONWARD NEIGHBORHOOD HOUSE - BELMONT/CRAGIN,5423 W DIVERSEY AVE ,60639,6223215,,,,,,,ONWARD NEIGHBORHOOD HOUSE,BELMONT CRAGIN,,,,,Santa Rivera,Yes,Yes,Yes,"3153IT(Child Care IT Center), 3153PS(Child Care PS Center &",,,,,,,,,
2001 S KILBOURN AVE ,1146874.85944,1889933.816,615,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Loop,2001 S Michigan Ave ,,2258828,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
4909 W ERIE ST ,1143464.36785,1903795.62155,2995,NAEYC_accreditation.csv, Westside Holistic Family Services ,4909 West Division Street 1st Floor ,60651,9218887,,,,,,,,,,,,,,,,,,http://www.westsideholistic.org,,,,02/01/17,531882,,,
1711 N MAYFIELD AVE ,1136909.65614,1910839.80365,484,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - Pilsen,1711 W Garfield Blvd ,,,,Early Head Start,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,
744 N MAY ST ,1168587.24311,1905320.73851,3091,purple_binder_early_childhood.csv, Chicago Commons - Nia Family Center,744 N Monticello Avenue ,60624,7220115,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
2450 W BELLE PLAINE AVE ,1159101.36999,1927221.59378,646,CPS_Early_Childhood_Portal_scrape.csv, Chopin,2450 W. Rice ,,5344080,,Head Start,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
216 N MAY ST ,1168695.61325,1901845.40242,3185,purple_binder_early_childhood.csv, Jewish Child and Family Services,216 W Jackson Boulevard ,60606,3574800,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
2708 E 77TH ST ,1195764.80241,1854499.75118,1328,IDHS_child_care_provider_list.csv," Bloomington Day Care Center, Inc.","2708 East Lincoln Street, Bloomington",61704,6615600,"(309)
662-4202",,,8307-7891-7433-008,,,,,,,,,,,,,,,,,,,,,,
521 E 35TH ST ,1180344.18343,1881803.89779,1992,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Doolittle, James R.",535 East 35th Street ,60653,5351040,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Lauren Norwood,,,,,,
315 E 35TH ST ,1179035.94311,1881768.53851,1498,chapin_dfss_providers_2011_070212.csv,"CHICAGO PUBLIC SCHOOLS DOOLITTLE, JAMES R.",535 EAST 35TH STREET ,60653,5351050,,,,,,,CHICAGO PUBLIC SCHOOLS,DOUGLAS,,,,,Ms. Lori A. Lennix,Yes,No,No,,,,,,,,,,
11 N ADA ST ,1167514.14109,1900296.39933,3016,Ounce of Prevention - Site Locations.csv, SGA Youth and Family Services - SGA Youth & Family Services,"Early Head Start Home Based
11 E. Adams, Suite 1500
",60603,4474356,,,,,,,,,,,,,,,,,,,,,,,Brighton Park and McKinley Park; Services children ages 0-3; Home Visiting,,,
1531 N LARRABEE ST ,1172122.69835,1910596.96106,2198,DFSS_AgencySiteLies_2012.csv,Henry Booth House Lakeview Development Center,1531 W Lawrence ,60640,,,,,,,,Henry Booth House,,,,,,,,,,,www.henryboothhouse.org,Scott Perkins,,,,,,,
10530 S FOREST AVE ,1180039.72916,1835061.36538,525,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Community Services - McKinley - Trumbull Park,10530 S Oglesby ,,3757022,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
8128 S KILDARE AVE ,1149431.25928,1850292.78513,1750,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE LEARNING TREE,8128 S KEDZIE ,60652,7788802,,,,,,,HENRY BOOTH HOUSE,ASHBURN,,,,,Ms.  Vaughn,No,No,No,,,,,,,,,,
1312 N HARDING AVE ,1149744.39848,1908518.46106,1816,chapin_dfss_providers_2011_070212.csv,MARCY NEWBERRY ASSOCIATION FOSCO,1312 S RACINE ,60608,7466024,,,,,,,MARCY NEWBERRY ASSOCIATION,NEAR WEST SIDE,,,,,Kimberly Johnson,Yes,Yes,No,"4195IT(Child Care IT Center), 7086PS (HS Collaboration with",,,,,,,,,
7825 S PHILLIPS AVE ,1193970.57121,1853443.7697,449,CPS_Early_Childhood_Portal_scrape.csv, New Concept,7825 S. Ellis ,,6519599,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
27 W OHIO ST ,1176542.54975,1904113.48968,1958,DFSS_AgencySiteLies_2012.csv,"Chicago Commons
Association St Catherine's - St. Lucy School",27 Washington Oak Park IL 60302,,3865286,,,,,"Chicago Commons
Association",,,,,,,,,,,www.chicagocommons.org,Dan Valliere,Sister Marion Cypser,,,,,,,,
1106 W 63RD ST ,1169945.90097,1863103.54131,227,CPS_Early_Childhood_Portal_scrape.csv," Kids Count Too Daycare, Preschool and Kindergarten-Kids Count Too Daycare - Englewo",1106-1108 W. 63rd St. ,,4767714,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
7610 S MARYLAND AVE ,1183165.11364,1854648.96106,3171,purple_binder_early_childhood.csv, Howard Area Community Services,7610 N Ashland Avenue ,60626,7647610,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
6824 S INDIANA AVE ,1178693.86271,1859687.05057,3147,purple_binder_early_childhood.csv, Family Rescue Ridgeland,6824 S Ridgeland Avenue ,60649,6671073,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
6450 S ASHLAND AVE ,1166700.2648,1861731.86538,3286,purple_binder_early_childhood.csv, Woodlawn Organization - Early Childhood Development Center,6450 S Champlain Avenue ,60637,3631238,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
5044 S MARSHFIELD AVE ,1166131.49827,1871082.55674,2706,ECE Chicago Find a School scrape.csv, Ounce of Prev EC Center I/T,5044 S Wabash ,60615,9242334,,,,,,Grand Boulevard,,,,,,,,,,,,,CP,,,,,,,
4745 S LEAMINGTON AVE ,1142902.64591,1872497.92711,378,CPS_Early_Childhood_Portal_scrape.csv, Creative Mansion Children?s Academy,4745 S. Ellis ,,2686066,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
1718 N MONTICELLO AVE ,1151705.14591,1911289.74192,1655,chapin_dfss_providers_2011_070212.csv,EL HOGAR DEL NINO LOOMIS EL HOGAR,1718 S LOOMIS ,60608,5630644,,,,,,,EL HOGAR DEL NINO,LOWER WEST SIDE,,,,,Aurea De Jesus,Yes,No,No,"4136IT(Child Care IT Center), 8027PS(HS Collaboration with C",,,,,,,,,
4754 S ADA ST ,1168067.11357,1873028.39933,3176,purple_binder_early_childhood.csv, Hull House Association - Lincoln Square,4754 N Leavitt Street ,60625,8788651,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care
4301 S CHRISTIANA AVE ,1154796.11205,1875894.52279,1394,chapin_dfss_providers_2011_070212.csv,ADA S. MCKINLEY COMMUNITY SERVICES MCKINLEY-MAGGIE DRUMMOND,4301 S WABASH ,60653,3738200,,,,,,,ADA S. MCKINLEY COMMUNITY SERVICES,GRAND BOULEVARD,,,,,Angie Fells,Yes,No,Yes,"4355IT(Child Care IT Center), 4355SA(School Age (SA)), 4355P",,,,,,,,,
2141 S CALIFORNIA AVE ,1158129.06659,1889502.10921,625,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Head Start,HALF DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,
3405 W 79TH ST ,1155010.85169,1851925.21723,340,CPS_Early_Childhood_Portal_scrape.csv, Pathways to Learning I/T,3450-54 W. 79th St ,,4369244,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
10810 S AVENUE H  ,1202658.79925,1833816.04594,922,CPS_Early_Childhood_Portal_scrape.csv, Addams,10810 S. Ave. H ,,5356210,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,
3236 E 92ND ST ,1199341.54311,1844662.23851,319,CPS_Early_Childhood_Portal_scrape.csv, Shinning Star Child Development Institute,3012-16 E. 92nd St. ,,9787827,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,
